,Unnamed: 0,Age,Gender,Education Level,Job Title,Years of Experience,Country,Race,height,weight,id,professionalism
4166,4166,31.0,M,bachelor's|degr,software|enginee,7.0,us,African American,2.4760023458387574,42.31884815634736,4166,150.0
3090,3090,34.0,F,master's|degr,back|end|develope,10.0,australi,Australian,2.315950990079429,67.67923579052803,3090,297.0
2146,2146,31.0,M,bachelor's|degr,full|stack|enginee,6.0,u,Welsh,1.8424696577671322,42.15228239256286,2146,116.0
3085,3085,43.0,M,master's|degr,full|stack|enginee,21.0,u,Welsh,2.477094625270008,71.59683357294912,3085,798.0
3713,3713,27.0,F,bachelor's|degr,junior|software|develope,2.0,australi,White,2.4914057310966053,56.55925812022858,3713,25.0
2644,2644,34.0,F,master's|degr,full|stack|enginee,13.0,us,White,2.1046568734044753,53.703599018690625,2644,363.0
1615,1615,44.0,M,p,senior|project|enginee,14.0,us,White,2.3716979793442445,102.4879462623085,1615,559.0
1566,1566,29.0,F,bachelor's|degr,front|end|develope,5.0,us,African American,1.7907370523365842,50.47345931019211,1566,84.0
6097,6097,26.0,M,bachelor's|degr,product|manage,2.0,chin,Chinese,2.1366580817930845,38.716470952162695,6097,25.0
3668,3668,26.0,F,bachelor's|degr,junior|software|develope,2.0,chin,Chinese,1.9649872961406292,51.59595552160054,3668,25.0
4195,4195,38.0,F,master's|degr,marketing|manage,12.0,australi,Asian,1.5195869490047997,68.44743886224727,4195,396.0
8,8,27.0,F,bachelor,marketing|coordinato,3.0,chin,Chinese,1.9789873932275435,53.714515953615944,8,26.0
3452,3452,40.0,M,master's|degr,senior|hr|generalis,10.0,us,Hispanic,1.8943309775099362,82.98917888841706,3452,304.0
4492,4492,46.0,M,master's|degr,marketing|manage,21.0,canad,Asian,1.7459039239214804,85.59962838989426,4492,900.0
6335,6335,26.0,M,p,digital|marketing|manage,2.0,chin,White,2.398269325583254,45.12601665377579,6335,24.0
5709,5709,37.0,F,p,research|scientis,13.0,australi,Asian,2.36658898348938,78.99729540835764,5709,432.0
132,132,41.0,F,master,senior|training|specialis,13.0,canad,Black,2.0035425649477325,76.93371826571504,132,480.0
5435,5435,42.0,M,master's|degr,senior|software|enginee,21.0,canad,Asian,1.9178519505471359,84.11515668043022,5435,779.0
1730,1730,34.0,M,bachelor's|degr,front|end|develope,7.0,us,Asian,1.998151091338463,77.07491894904216,1730,198.0
1539,1539,50.0,M,p,software|engineer|manage,17.0,u,Mixed,1.7403373213752005,95.08234260136089,1539,735.0
1862,1862,34.0,F,bachelor's|degr,full|stack|enginee,8.0,u,Asian,1.7927266416279264,50.90596771322211,1862,198.0
5556,5556,32.0,F,p,data|scientis,10.0,u,Welsh,2.0750091918889217,56.42664521388229,5556,248.0
4551,4551,25.0,F,high|scho,juniour|hr|coordinato,3.0,canad,Black,2.176332585393168,43.0197567320781,4551,24.0
506,506,28.0,M,bachelor,data|analys,5.0,australi,Australian,1.7166968569265164,61.289060230819,506,78.0
4820,4820,28.0,M,high|scho,junior|sales|associat,4.0,us,Hispanic,2.220603280854517,51.29559687886067,4820,52.0
4050,4050,34.0,M,bachelor's|degr,operations|manage,7.0,australi,Australian,1.5454369646674029,62.57703648998651,4050,192.0
1399,1399,43.0,M,p,senior|software|enginee,16.0,chin,Korean,1.5736969031568908,83.3268778501326,1399,588.0
5047,5047,32.0,M,master's|degr,financial|manage,9.0,chin,White,1.7251486001910394,39.22969288887095,5047,210.0
3544,3544,25.0,F,bachelor's|degr,junior|web|develope,3.0,us,Asian,2.2355133037152513,63.812867539925456,3544,23.0
200,200,50.0,F,master,director|of|human|capita,23.0,u,Mixed,1.834462387081436,96.69158754093219,200,1029.0
1985,1985,47.0,M,p,software|engineer|manage,17.0,us,White,2.275902084094234,98.04280117383631,1985,736.0
5043,5043,34.0,M,p,sales|directo,12.0,canad,White,1.689034753401161,72.0225298285879,5043,330.0
5863,5863,41.0,F,bachelor's|degr,financial|manage,17.0,canad,Asian,2.1050634746442807,81.09507230657177,5863,624.0
3837,3837,47.0,M,p,data|scientis,19.0,australi,White,2.3384885541210028,107.76660363237607,3837,828.0
765,765,29.0,M,bachelor,software|enginee,5.0,chin,Korean,1.5434602157156336,54.55012727380634,765,108.0
2072,2072,48.0,M,p,software|engineer|manage,17.0,chin,Chinese,1.5934354983099699,89.74236036341051,2072,736.0
1891,1891,30.0,M,bachelor's|degr,front|end|develope,5.0,australi,White,1.9826108122267412,76.90405155120447,1891,116.0
5401,5401,28.0,M,bachelor's|degr,software|enginee,5.0,chin,White,2.1455572538679264,54.42228240472465,5401,81.0
1098,1098,33.0,F,bachelor,data|scientis,11.0,chin,Korean,1.5934409899827133,54.48160233500086,1098,288.0
3989,3989,27.0,M,high|scho,junior|sales|associat,3.0,u,Welsh,2.0215073679145426,46.19073093245925,3989,52.0
6219,6219,28.0,M,bachelor's|degr,software|enginee,5.0,australi,White,2.015591145031219,60.55518331579059,6219,81.0
2232,2232,45.0,F,p,senior|project|enginee,16.0,u,Mixed,1.9512997569969879,88.07952346367948,2232,602.0
2682,2682,30.0,M,bachelor's|degr,software|enginee,5.0,u,Asian,1.7015233067673148,44.8403687139014,2682,112.0
472,472,31.0,F,bachelor,software|enginee,6.0,chin,Korean,1.7556845992906323,76.14708213871425,472,116.0
346,346,36.0,F,bachelor,senior|marketing|analys,9.0,canad,Asian,1.93240652525968,67.24922974451692,346,280.0
4858,4858,33.0,M,bachelor's|degr,junior|marketing|manage,8.0,u,White,2.361509360997657,69.24866031767095,4858,192.0
3751,3751,29.0,F,master's|degr,human|resources|coordinato,4.0,u,Welsh,1.7886128828931,59.185774677184384,3751,81.0
1556,1556,45.0,M,p,senior|project|enginee,15.0,chin,White,2.1420807891973666,98.7396567921459,1556,559.0
885,885,29.0,F,bachelor,software|enginee,7.0,us,White,1.8354628410068425,39.107652853959394,885,140.0
5664,5664,31.0,M,bachelor's|degr,marketing|analys,6.0,chin,Chinese,1.9421336574780617,66.62551951885959,5664,116.0
3034,3034,24.0,F,bachelor's|degr,senior|project|enginee,2.0,us,Asian,1.5325439597482087,30.0640078513008,3034,0.0
415,415,28.0,F,master,product|manage,4.0,us,White,2.34084694633582,65.13277639307691,415,52.0
6008,6008,29.0,F,bachelor's|degr,product|manage,4.0,canad,Asian,2.1073155448855063,46.63605711389135,6008,84.0
6158,6158,41.0,F,bachelor's|degr,financial|manage,18.0,us,Hispanic,2.267869262134995,88.21671944813673,6158,640.0
3414,3414,26.0,F,bachelor's|degr,junior|web|develope,3.0,australi,Australian,2.449263272891447,62.869219662529225,3414,25.0
957,957,29.0,M,bachelor,software|enginee,6.0,australi,Asian,1.7313895285761882,53.29618220428337,957,108.0
5576,5576,32.0,F,bachelor's|degr,marketing|coordinato,6.0,chin,Chinese,2.1850120844472913,55.508062212993224,5576,150.0
463,463,31.0,F,p,data|scientis,7.0,us,Asian,2.1092971159685145,59.884604059238896,463,150.0
1699,1699,33.0,M,bachelor's|degr,front|end|develope,7.0,australi,Australian,2.427778161534156,58.083423801694266,1699,192.0
6698,6698,39.0,M,bachelor's|degr,junior|sales|representativ,7.0,canad,Asian,2.3943489353520895,73.15747948321776,6698,222.0
3523,3523,31.0,F,master's|degr,web|develope,6.0,chin,Chinese,1.66997420106137,46.68696045607483,3523,116.0
5772,5772,40.0,F,bachelor's|degr,financial|manage,17.0,chin,Chinese,1.500335216114868,90.15541405157978,5772,585.0
2668,2668,40.0,M,p,senior|data|scientis,14.0,canad,Black,2.3650208289002417,78.48343530652858,2668,494.0
2930,2930,40.0,M,master's|degr,full|stack|enginee,16.0,australi,Asian,1.7593784959067735,66.60289711438496,2930,570.0
1521,1521,28.0,M,bachelor's|degr,front|end|develope,3.0,canad,Black,1.9515047854064584,57.37607054995535,1521,54.0
5272,5272,30.0,M,bachelor's|degr,product|designe,4.0,us,African American,2.0176917547591033,65.0636974313079,5272,84.0
2623,2623,44.0,M,bachelor's|degr,senior|software|enginee,22.0,us,White,2.490080772465722,95.46724303318842,2623,860.0
2088,2088,35.0,M,master's|degr,back|end|develope,9.0,us,African American,1.8315903687606085,62.70737708007017,2088,272.0
2316,2316,30.0,M,bachelor's|degr,front|end|develope,5.0,u,Welsh,1.7418932648433865,38.11335568963524,2316,116.0
4149,4149,24.0,M,high|scho,junior|sales|associat,3.0,canad,White,2.38034691459797,49.21367667322009,4149,23.0
6248,6248,37.0,F,p,research|scientis,15.0,chin,Korean,2.3709422642366564,95.15708675378569,6248,468.0
2961,2961,25.0,M,bachelor's|degr,back|end|develope,3.0,us,Hispanic,2.383604322148043,45.31940087919784,2961,48.0
2392,2392,53.0,F,master's|degr,senior|software|enginee,29.0,australi,Australian,2.2109599688334045,104.62587686233181,2392,1456.0
3379,3379,38.0,M,p,senior|data|scientis,14.0,chin,Chinese,2.2367975670565245,61.86110540621931,3379,432.0
5566,5566,26.0,F,high|scho,receptionis,1.0,us,Asian,2.463033224847269,41.62449860745357,5566,0.0
2398,2398,60.0,M,master's|degr,senior|software|enginee,29.0,chin,White,1.6756308340424821,116.37818358119364,2398,1566.0
1971,1971,51.0,M,p,senior|project|enginee,21.0,us,White,1.9383357867309572,88.55586993655608,1971,950.0
6457,6457,27.0,F,bachelor's|degr,sales|representativ,3.0,us,African American,1.963227698157272,42.441859123971845,6457,52.0
5725,5725,31.0,F,bachelor's|degr,marketing|coordinato,6.0,us,Asian,1.975242767798375,45.618045161239756,5725,150.0
5045,5045,38.0,M,bachelor's|degr,sales|manage,12.0,canad,Black,1.7581128306461198,61.359180625989296,5045,396.0
3206,3206,36.0,F,master's|degr,data|analys,11.0,u,Asian,2.173865844182156,71.25273108615477,3206,315.0
4754,4754,28.0,F,bachelor's|degr,junior|software|enginee,2.0,australi,White,1.763732485932451,61.15959515008895,4754,26.0
1264,1264,46.0,M,p,senior|software|enginee,14.0,canad,White,1.8257821700096781,83.44603356006655,1264,585.0
3038,3038,55.0,O,high|scho,senior|software|enginee,31.0,u,Asian,2.395769922076107,88.74299229764472,3038,1566.0
1412,1412,34.0,M,master's|degr,full|stack|enginee,7.0,canad,Black,1.7701925705373434,52.553928980583926,1412,192.0
3980,3980,35.0,M,bachelor's|degr,operations|manage,8.0,u,Welsh,2.3771408182065485,72.55455615829369,3980,231.0
1702,1702,48.0,M,p,senior|project|enginee,15.0,australi,White,1.5133504375508458,91.038251677178,1702,644.0
1655,1655,56.0,M,p,software|engineer|manage,20.0,chin,White,1.5681467708872212,115.08828273559016,1655,990.0
6063,6063,28.0,M,bachelor's|degr,product|designe,3.0,u,White,1.645694083306199,62.1066030904842,6063,54.0
3878,3878,34.0,F,bachelor's|degr,human|resources|manage,8.0,canad,White,1.5080359489291348,78.71770299133706,3878,198.0
531,531,31.0,F,master,data|scientis,8.0,us,White,2.068290897802819,66.5744183075224,531,174.0
1682,1682,29.0,M,bachelor's|degr,back|end|develope,5.0,u,Mixed,1.841768738297167,36.297017015719554,1682,81.0
4661,4661,28.0,M,bachelor's|degr,junior|data|analys,4.0,u,Welsh,2.2199663166276435,56.67702337525433,4661,54.0
1913,1913,38.0,M,bachelor's|degr,software|engineer|manage,10.0,us,Hispanic,2.057646977476515,72.09788731980373,1913,288.0
5031,5031,23.0,F,high|scho,junior|sales|representativ,1.0,u,White,1.8366365843746686,43.36520880503259,5031,0.0
5718,5718,27.0,M,bachelor's|degr,product|designe,4.0,canad,Black,2.083809280355324,48.7672353459482,5718,52.0
4819,4819,40.0,F,p,senior|research|scientis,14.0,chin,White,1.6286611478695527,76.74586813633096,4819,507.0
189,189,29.0,M,bachelor,junior|operations|analys,2.5,u,Welsh,1.5153576742680128,57.21853110237574,189,42.0
4569,4569,31.0,F,master's|degr,web|develope,4.0,chin,Korean,2.0258845132505474,60.54767684447036,4569,87.0
6535,6535,30.0,F,bachelor's|degr,financial|manage,5.0,australi,Asian,2.221113787389074,50.49626380359383,6535,116.0
6537,6537,26.0,F,high|scho,sales|executiv,3.0,u,Mixed,2.115535441173047,51.17991035293894,6537,25.0
4063,4063,31.0,M,bachelor's|degr,software|develope,6.0,chin,White,2.464248569953239,66.76715719360902,4063,145.0
757,757,31.0,F,p,data|scientis,9.0,canad,Asian,1.5101477205589489,58.627220396726436,757,210.0
3057,3057,39.0,F,p,software|engineer|manage,17.0,u,Welsh,2.1677801637459746,82.96878773039532,3057,570.0
1975,1975,46.0,M,p,senior|project|enginee,17.0,canad,Black,1.8408818140772598,93.80802570268686,1975,720.0
1870,1870,32.0,M,bachelor's|degr,full|stack|enginee,8.0,u,White,1.713461243515408,50.79520946460083,1870,186.0
6559,6559,51.0,F,master's|degr,content|marketing|manage,21.0,chin,Chinese,2.490331214196976,109.99759242160954,6559,950.0
4891,4891,36.0,M,p,director|of|marketin,13.0,chin,Chinese,1.5233618363222758,77.27641597617648,4891,408.0
3209,3209,35.0,M,master's|degr,data|scientis,11.0,australi,Australian,1.5717493927648525,58.95662186257756,3209,306.0
1523,1523,33.0,M,master's|degr,senior|project|enginee,8.0,us,Asian,2.4504456638622134,66.96596484105383,1523,186.0
3044,3044,45.0,M,bachelor's|degr,senior|project|enginee,22.0,canad,Black,1.7450045119989461,91.85634344479205,3044,860.0
1287,1287,38.0,M,master's|degr,senior|software|enginee,10.0,canad,White,2.1354904226170657,64.27148094611405,1287,333.0
4513,4513,50.0,M,p,data|scientis,23.0,us,Asian,1.7678435851709504,94.48796768284333,4513,1056.0
16,16,35.0,F,master,marketing|manage,8.0,us,Asian,2.4688438230766643,56.677558917893755,16,231.0
301,301,32.0,M,bachelor,junior|project|manage,5.0,canad,Black,1.7981387092966545,52.89984808017427,301,93.0
3100,3100,43.0,M,bachelor's|degr,back|end|develope,17.0,u,Mixed,1.6839722118556004,103.57700413620613,3100,672.0
528,528,29.0,M,bachelor,software|enginee,5.0,canad,Black,2.0918095899139644,62.134201559534674,528,108.0
90,90,37.0,M,p,principal|scientis,13.0,u,Mixed,1.7721452543515386,69.50035876794517,90,396.0
4394,4394,38.0,F,bachelor's|degr,operations|manage,9.0,us,White,1.7377994725649029,88.28919836355385,4394,252.0
3811,3811,29.0,F,high|scho,junior|sales|associat,3.0,chin,White,1.73758171084352,42.65778041857989,3811,28.0
6593,6593,37.0,F,bachelor's|degr,sales|executiv,9.0,us,African American,2.2596568298182738,74.64924961475064,6593,288.0
2328,2328,43.0,F,p,director|of|data|scienc,18.0,australi,Asian,2.1706831771050235,67.49640599725892,2328,656.0
5940,5940,28.0,M,bachelor's|degr,software|enginee,4.0,chin,Chinese,2.0636944003129942,56.816075164358715,5940,81.0
1142,1142,34.0,F,bachelor,data|scientis,10.0,australi,Australian,2.3433734491055684,67.01472466540434,1142,288.0
248,248,42.0,F,bachelor,senior|project|coordinato,13.0,us,African American,2.223474629169262,82.03180072742774,248,451.0
522,522,28.0,M,bachelor,data|analys,5.0,canad,Black,1.9103816021539008,51.16584767140522,522,78.0
6064,6064,34.0,F,p,data|scientis,10.0,us,Asian,1.6980939158390065,66.5680452961885,6064,288.0
4186,4186,30.0,F,high|scho,junior|sales|associat,3.0,u,Welsh,2.23782679741819,55.45350548979941,4186,29.0
6332,6332,47.0,F,master's|degr,marketing|manage,16.0,chin,Korean,2.0781616045585607,83.03425351598419,6332,644.0
1025,1025,34.0,M,bachelor,software|enginee,9.0,australi,Australian,1.5058840846494013,68.06618999485147,1025,256.0
5044,5044,23.0,F,high|scho,junior|sales|representativ,2.0,australi,White,1.582171106068488,24.060049950615106,5044,0.0
1099,1099,31.0,M,bachelor,data|analys,8.0,australi,Australian,2.1103475867329013,54.134757673074795,1099,203.0
5258,5258,33.0,M,master's|degr,financial|analys,8.0,chin,Chinese,2.1030065868923655,66.5772393105631,5258,186.0
177,177,33.0,M,bachelor,junior|accountan,5.0,u,Welsh,1.6992614285079788,52.721176524963795,177,124.0
3636,3636,36.0,M,bachelor's|degr,junior|web|develope,5.0,u,Mixed,2.489656960579108,56.462584395937526,3636,102.0
5387,5387,39.0,M,bachelor's|degr,product|manage,14.0,u,Asian,2.0129017234363817,87.32277610067686,5387,481.0
795,795,29.0,M,bachelor,software|enginee,5.0,canad,White,2.336378899083525,73.07245045234379,795,108.0
5810,5810,31.0,M,bachelor's|degr,marketing|analys,6.0,chin,Korean,2.0028393433504617,46.954283623402944,5810,116.0
1485,1485,44.0,M,p,senior|project|enginee,15.0,chin,Korean,1.7774137184257932,75.74858434181867,1485,559.0
5978,5978,27.0,M,bachelor's|degr,product|designe,3.0,chin,White,2.0450737433345036,62.319984143707835,5978,52.0
1223,1223,59.0,M,p,software|engineer|manage,19.0,chin,White,1.6844491197651656,113.51184208116666,1223,1026.0
2084,2084,34.0,F,master's|degr,full|stack|enginee,7.0,chin,Korean,2.2237090287143553,66.24045487587567,2084,192.0
6683,6683,52.0,F,master's|degr,content|marketing|manage,20.0,u,White,1.917181464832837,93.62521343024025,6683,969.0
2202,2202,36.0,M,master's|degr,front|end|develope,11.0,us,Hispanic,1.6159987958451336,58.17672164019468,2202,306.0
6328,6328,28.0,M,master's|degr,digital|marketing|manage,4.0,australi,Australian,1.6357474464951598,49.69845440620608,6328,81.0
320,320,47.0,F,master,senior|marketing|manage,18.0,canad,Black,1.9323301256471783,91.34568077576851,320,720.0
3406,3406,29.0,F,master's|degr,director|of|h,6.0,us,White,2.3191517393303274,41.45539738685826,3406,135.0
2450,2450,31.0,F,p,full|stack|enginee,6.0,australi,White,1.9432402064945122,46.46187785453748,2450,145.0
4032,4032,45.0,M,p,data|scientis,18.0,us,White,2.353762741794392,77.06809635976381,4032,688.0
5657,5657,30.0,F,bachelor's|degr,marketing|analys,4.0,chin,White,2.2995186009889212,36.09342956247653,5657,84.0
290,290,40.0,F,bachelor,senior|business|analys,11.0,australi,Asian,1.9617458301074138,92.11204741283164,290,380.0
2928,2928,54.0,M,master's|degr,senior|software|enginee,29.0,chin,Korean,1.9480144825192545,88.75251286861064,2928,1404.0
2079,2079,46.0,M,p,senior|project|enginee,17.0,canad,White,2.405523123891292,78.81687437392185,2079,720.0
4427,4427,46.0,M,master's|degr,marketing|manage,22.0,us,White,2.318104769513413,85.8909998238086,4427,900.0
2085,2085,37.0,M,bachelor's|degr,software|engineer|manage,9.0,us,African American,2.486340263373142,87.3168608401958,2085,288.0
1889,1889,48.0,M,p,senior|project|enginee,16.0,chin,Chinese,1.6870350817593085,98.68852970940367,1889,690.0
5430,5430,37.0,F,master's|degr,marketing|directo,13.0,us,White,1.7049102875525337,52.028066230051095,5430,385.0
5298,5298,28.0,M,bachelor's|degr,junior|software|enginee,3.0,chin,White,2.4670022015703945,53.53154877022522,5298,26.0
3557,3557,37.0,F,master's|degr,web|develope,8.0,u,White,2.039933380164028,53.53826806646723,3557,252.0
1505,1505,39.0,M,master's|degr,senior|software|enginee,11.0,australi,White,1.9007783271683392,88.0215446782564,1505,380.0
6168,6168,29.0,F,bachelor's|degr,marketing|analys,5.0,us,African American,2.4360019610402466,66.1729134335638,6168,84.0
2869,2869,35.0,F,master's|degr,full|stack|enginee,11.0,u,Asian,1.627614843536967,46.72591560138646,2869,297.0
5937,5937,32.0,F,p,data|scientis,10.0,us,White,1.946225223409138,59.955936529136956,5937,248.0
3820,3820,40.0,F,master's|degr,marketing|manage,11.0,australi,Australian,2.373689179572249,82.7393377394044,3820,380.0
2995,2995,36.0,M,master's|degr,full|stack|enginee,10.0,u,White,2.0846877344431167,65.16375063142878,2995,315.0
124,124,45.0,F,p,senior|scientis,17.0,u,Mixed,2.4816170928027086,86.182558730767,124,704.0
6641,6641,52.0,F,master's|degr,senior|product|marketing|manage,20.0,australi,White,1.8138000546729134,99.4216017552764,6641,969.0
3618,3618,26.0,F,master's|degr,junior|hr|generalis,2.0,canad,Asian,1.5413647164053974,45.434528382096794,3618,25.0
529,529,36.0,F,master,product|manage,13.0,canad,White,1.7302205653387541,54.06514797241452,529,408.0
1253,1253,31.0,M,bachelor's|degr,full|stack|enginee,4.0,u,White,1.878121543847849,45.16331301383551,1253,87.0
4862,4862,30.0,M,bachelor's|degr,junior|data|analys,4.0,us,Asian,1.845196037371981,44.976142436058765,4862,84.0
1978,1978,29.0,M,bachelor's|degr,back|end|develope,4.0,australi,White,1.8980933361486048,61.86878520380447,1978,81.0
2073,2073,34.0,F,bachelor's|degr,full|stack|enginee,8.0,us,Hispanic,2.4012350431281355,66.99956634087222,2073,231.0
6294,6294,27.0,M,high|scho,sales|associat,2.0,chin,White,1.920759956064311,49.74960341912122,6294,25.0
2107,2107,34.0,F,bachelor's|degr,full|stack|enginee,8.0,australi,Asian,1.8616905916351918,59.51753954727695,2107,231.0
5304,5304,29.0,M,bachelor's|degr,software|enginee,4.0,canad,Asian,2.4678900514026365,56.950177214357055,5304,84.0
6127,6127,36.0,M,p,research|directo,14.0,australi,Asian,1.567812597751786,69.52668201023803,6127,408.0
5713,5713,29.0,F,bachelor's|degr,marketing|analys,5.0,australi,White,2.291974133621178,42.45407389009576,5713,84.0
2561,2561,52.0,F,master's|degr,full|stack|enginee,26.0,us,White,2.332111726061158,115.56648494912437,2561,1250.0
1187,1187,31.0,M,bachelor,data|analys,8.0,canad,White,2.3119068291548937,45.6077933057948,1187,203.0
3506,3506,33.0,F,master's|degr,senior|human|resources|manage,7.0,australi,Asian,1.5535399507086385,44.64786233815231,3506,192.0
6336,6336,34.0,F,master's|degr,content|marketing|manage,8.0,us,Hispanic,1.819544886193155,74.27671792041025,6336,198.0
1735,1735,31.0,M,master's|degr,full|stack|enginee,6.0,u,Mixed,2.2881186441982417,66.34851807174454,1735,150.0
4134,4134,42.0,F,master's|degr,human|resources|manage,15.0,u,Welsh,1.9666186696692343,88.98313198866285,4134,533.0
3571,3571,39.0,M,master's|degr,senior|hr|generalis,10.0,australi,Asian,2.268882052512529,65.0332525073836,3571,304.0
1081,1081,32.0,M,bachelor,data|analys,11.0,u,White,1.8863032740959658,65.71424085823386,1081,279.0
5955,5955,38.0,F,p,research|scientis,13.0,us,African American,1.894065271705379,61.42344469799748,5955,432.0
2207,2207,43.0,M,master's|degr,software|engineer|manage,16.0,u,Asian,1.6640853175076984,72.16346656755486,2207,574.0
5518,5518,37.0,F,p,research|scientis,13.0,u,Mixed,2.3290835339413007,91.35881141255993,5518,432.0
1804,1804,32.0,M,bachelor's|degr,full|stack|enginee,7.0,chin,Chinese,1.6893445328106358,61.55990163007735,1804,186.0
5889,5889,29.0,M,bachelor's|degr,software|enginee,3.0,us,Asian,2.2161495913097267,47.44698657568248,5889,54.0
3019,3019,37.0,M,bachelor's|degr,front|end|develope,13.0,u,Mixed,1.5451537882941109,56.701512702242354,3019,432.0
6305,6305,32.0,F,high|scho,sales|associat,3.0,australi,Asian,2.221079084700298,84.980190541893,6305,62.0
3732,3732,45.0,M,p,data|scientis,17.0,chin,White,2.4289081698055046,71.20818550349279,3732,704.0
1173,1173,31.0,F,bachelor,data|analys,9.0,canad,Black,2.364626609520007,47.518752017062894,1173,203.0
2302,2302,36.0,F,master's|degr,data|analys,11.0,australi,Asian,1.8176896272117467,68.73740773048922,2302,315.0
860,860,25.0,M,bachelor,data|analys,2.0,us,Hispanic,2.0953612097583765,41.10570890183038,860,24.0
916,916,27.0,M,bachelor,data|analys,5.0,canad,White,1.6316029907104221,37.203802865929575,916,78.0
773,773,35.0,F,master,product|manage,12.0,us,White,1.831728107699102,56.88150325454228,773,363.0
1251,1251,36.0,M,master's|degr,back|end|develope,7.0,canad,White,1.5492679510195067,68.84769665578798,1251,204.0
1519,1519,45.0,M,master's|degr,senior|project|enginee,12.0,u,Welsh,1.611134773049111,83.88882587617603,1519,484.0
3755,3755,40.0,F,master's|degr,marketing|manage,12.0,australi,White,2.336526820462222,65.20563451806618,3755,390.0
1664,1664,47.0,M,p,senior|project|enginee,15.0,u,White,2.3829284773257564,71.80679075981338,1664,644.0
2071,2071,35.0,M,master's|degr,back|end|develope,10.0,canad,Black,1.995101096449526,86.14638662509087,2071,272.0
6182,6182,30.0,F,bachelor's|degr,marketing|analys,5.0,canad,White,1.9230848761857118,66.82286160270299,6182,84.0
5103,5103,35.0,M,p,director|of|marketin,14.0,canad,Black,2.112373722496344,70.87440719939191,5103,408.0
6111,6111,27.0,M,bachelor's|degr,product|manage,3.0,u,Welsh,2.006560491662807,50.699081439662805,6111,25.0
4943,4943,35.0,M,p,director|of|marketin,13.0,australi,Australian,2.4155238232022835,89.32021399921379,4943,408.0
5782,5782,31.0,M,bachelor's|degr,marketing|analys,6.0,u,Asian,1.723263756599449,61.32839463280111,5782,116.0
2176,2176,32.0,F,master's|degr,front|end|develope,7.0,canad,Asian,1.5702859885640814,53.926600322074115,2176,150.0
6218,6218,34.0,F,master's|degr,marketing|manage,10.0,chin,Korean,2.2353689327142554,69.92382109123668,6218,297.0
881,881,28.0,M,bachelor,software|enginee,5.0,canad,Asian,1.6361571975379268,58.30804210103704,881,108.0
114,114,24.0,F,bachelor,junior|marketing|analys,1.5,us,White,2.3127013685509743,40.749218045753075,114,11.5
516,516,28.0,M,bachelor,software|enginee,6.0,u,Mixed,2.4761838054395238,28.717529279587474,516,108.0
3530,3530,29.0,M,high|scho,junior|hr|generalis,3.0,australi,White,1.5854211678170618,62.302824788500246,3530,28.0
4611,4611,34.0,F,bachelor's|degr,junior|hr|generalis,9.0,us,African American,2.193169150614056,67.1782546792966,4611,231.0
5257,5257,26.0,F,high|scho,sales|associat,2.0,canad,White,2.131471066458968,44.40490048557055,5257,0.0
3797,3797,44.0,M,p,data|scientis,18.0,australi,Australian,1.9058303807867585,100.12022753835856,3797,688.0
5595,5595,39.0,M,master's|degr,marketing|directo,15.0,us,African American,1.8932247723083124,67.26235822460629,5595,518.0
5458,5458,37.0,F,master's|degr,marketing|directo,13.0,u,White,1.8772154053868002,68.64926321818116,5458,385.0
6474,6474,28.0,M,p,marketing|manage,5.0,canad,White,1.7385093195138024,60.926702394995516,6474,108.0
4037,4037,42.0,M,p,data|scientis,16.0,u,Welsh,2.2199088966757388,113.01824579279679,4037,600.0
6019,6019,26.0,F,bachelor's|degr,marketing|analys,2.0,canad,Asian,2.1091871799849895,42.52428431103327,6019,0.0
615,615,34.0,F,master,product|manage,12.0,canad,Black,1.9174862787153437,77.03764604094651,615,363.0
683,683,34.0,F,master,product|manage,11.0,chin,Korean,2.434039754142394,67.88468042948281,683,330.0
279,279,51.0,F,master,director|of|operation,23.0,u,Mixed,1.6277694264783173,106.88139906480242,279,1029.0
5273,5273,36.0,F,p,research|directo,13.0,canad,Black,1.9479407258660926,64.78040346559368,5273,385.0
4324,4324,39.0,M,bachelor's|degr,operations|manage,12.0,us,African American,2.0205573205482805,83.63380060778597,4324,418.0
1049,1049,27.0,F,bachelor,data|analys,3.0,chin,Chinese,1.6235683940014343,49.44885236753977,1049,50.0
3208,3208,50.0,M,p,director|of|data|scienc,19.0,australi,Asian,2.0911949375538246,84.4058257705251,3208,864.0
5094,5094,28.0,F,master's|degr,content|marketing|manage,6.0,canad,Asian,1.577661553165201,44.35415766882985,5094,108.0
362,362,46.0,F,p,senior|business|analys,17.0,u,Welsh,1.8315236256675727,105.08680589833958,362,660.0
3502,3502,40.0,M,master's|degr,senior|hr|generalis,12.0,australi,Asian,1.8162876359060551,90.87476141212898,3502,390.0
5463,5463,42.0,M,master's|degr,senior|software|enginee,20.0,australi,Asian,2.003476039135325,92.98357874535881,5463,779.0
1898,1898,46.0,F,p,senior|project|enginee,16.0,australi,Australian,1.5953237973011192,73.65783455227984,1898,616.0
3200,3200,26.0,F,bachelor's|degr,software|develope,4.0,us,White,1.6186856040463051,33.898322116920994,3200,48.0
3874,3874,37.0,F,master's|degr,marketing|coordinato,10.0,u,Welsh,1.5355924344040177,82.57231748271643,3874,280.0
1788,1788,41.0,F,master's|degr,software|engineer|manage,13.0,us,African American,1.637429894850989,73.19566990560322,1788,468.0
